DateTime: 2022-11-20 22:18:07.433565 | File: source4.txt >> Result:None 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 17 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 18 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 19 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 20 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 21 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 22 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 23 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 24 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 25 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 26 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 27 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 28 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 29 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 30 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 31 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 32 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 33 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 34 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 35 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 36 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 37 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 38 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 39 
DateTime: 2022-11-28 20:17:14.347496 >> Syntax error in line 40 
-------------------------------------------------------------------------------
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 1 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 2 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 3 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 4 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 5 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 6 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 7 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 8 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 9 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 10 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 11 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 12 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 13 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 14 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 15 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 16 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 17 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 18 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 19 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 20 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 21 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 22 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 23 
DateTime: 2022-11-28 20:18:05.899624 >> Syntax error in line 24 
-------------------------------------------------------------------------------
DateTime: 2022-11-27 21:14:13.127888 | File: source.txt >> Result: None errors found.
DateTime: 2022-11-27 21:14:13.127888 | File: source2.txt >> Result: None errors found.
DateTime: 2022-11-27 21:14:13.127888 | File: source3.txt >> Result: None errors found.
DateTime: 2022-11-27 21:14:13.127888 | File: source4.txt >> Result: None errors found.
-------------------------------------------------------------------------------
DateTime: 2022-11-27 21:43:02.880392 | File: source.txt >> Result: None errors found.
DateTime: 2022-11-27 21:43:02.880392 | File: source2.txt >> Result: None errors found.
DateTime: 2022-11-27 21:43:02.880392 | File: source3.txt >> Result: None errors found.
DateTime: 2022-11-27 21:43:02.880392 | File: source4.txt >> Result: None errors found.
-------------------------------------------------------------------------------
DateTime: 2022-11-27 22:56:57.257851 | File: source.txt >> Result: None errors found.
DateTime: 2022-11-27 22:56:57.257851 | File: source2.txt >> Syntax error in line 45 
DateTime: 2022-11-27 22:56:57.257851 | File: source2.txt >> Syntax error in line 52 
DateTime: 2022-11-27 22:56:57.257851 | File: source2.txt >> Result: 2 errors found.
DateTime: 2022-11-27 22:56:57.257851 | File: source3.txt >> Result: None errors found.
DateTime: 2022-11-27 22:56:57.257851 | File: source4.txt >> Result: None errors found.
-------------------------------------------------------------------------------
DateTime: 2022-11-27 22:57:25.443260 | File: source.txt >> Result: None errors found.
DateTime: 2022-11-27 22:57:25.443260 | File: source2.txt >> Syntax error in line 45 
DateTime: 2022-11-27 22:57:25.443260 | File: source2.txt >> Syntax error in line 50 
DateTime: 2022-11-27 22:57:25.443260 | File: source2.txt >> Result: 2 errors found.
DateTime: 2022-11-27 22:57:25.443260 | File: source3.txt >> Result: None errors found.
DateTime: 2022-11-27 22:57:25.443260 | File: source4.txt >> Result: None errors found.
-------------------------------------------------------------------------------
DateTime: 2022-11-27 22:59:15.955132 | File: source.txt >> Result: None errors found.
DateTime: 2022-11-27 22:59:15.955132 | File: source2.txt >> Syntax error in line 45 
DateTime: 2022-11-27 22:59:15.955132 | File: source2.txt >> Syntax error in line 47 
DateTime: 2022-11-27 22:59:15.955132 | File: source2.txt >> Syntax error in line 52 
DateTime: 2022-11-27 22:59:15.955132 | File: source2.txt >> Result: 3 errors found.
DateTime: 2022-11-27 22:59:15.955132 | File: source3.txt >> Result: None errors found.
DateTime: 2022-11-27 22:59:15.955132 | File: source4.txt >> Result: None errors found.
-------------------------------------------------------------------------------
DateTime: 2022-11-27 23:00:05.804033 | File: source.txt >> Result: None errors found.
DateTime: 2022-11-27 23:00:05.804033 | File: source2.txt >> Result: None errors found.
DateTime: 2022-11-27 23:00:05.804033 | File: source3.txt >> Result: None errors found.
DateTime: 2022-11-27 23:00:05.804033 | File: source4.txt >> Result: None errors found.
-------------------------------------------------------------------------------
DateTime: 2022-11-27 23:00:38.027191 | File: source.txt >> Result: None errors found.
DateTime: 2022-11-27 23:00:38.027191 | File: source2.txt >> Result: None errors found.
DateTime: 2022-11-27 23:00:38.027191 | File: source3.txt >> Result: None errors found.
DateTime: 2022-11-27 23:00:38.027191 | File: source4.txt >> Result: None errors found.
-------------------------------------------------------------------------------
DateTime: 2022-11-28 20:25:01.147266 >> Syntax error in line 1 
DateTime: 2022-11-28 20:25:01.147266 >> Syntax error in line 2 
DateTime: 2022-11-28 20:25:01.147266 >> Syntax error in line 3 
DateTime: 2022-11-28 20:25:01.147266 >> Syntax error in line 4 
DateTime: 2022-11-28 20:25:01.147266 >> Syntax error in line 5 
DateTime: 2022-11-28 20:25:01.147266 >> Syntax error in line 6 
DateTime: 2022-11-28 20:25:01.147266 >> Syntax error in line 7 
DateTime: 2022-11-28 20:25:01.147266 >> Syntax error in line 8 
DateTime: 2022-11-28 20:25:01.147266 >> Syntax error in line 9 
DateTime: 2022-11-28 20:25:01.147266 >> Syntax error in line 10 
DateTime: 2022-11-28 20:25:01.147266 >> Syntax error in line 12 
DateTime: 2022-11-28 20:25:01.147266 >> Syntax error in line 13 
DateTime: 2022-11-28 20:25:01.147266 >> Syntax error in line 14 
DateTime: 2022-11-28 20:25:01.147266 >> Syntax error in line 15 
DateTime: 2022-11-28 20:25:01.147266 >> Syntax error in line 16 
DateTime: 2022-11-28 20:25:01.147266 >> Syntax error in line 17 
DateTime: 2022-11-28 20:25:01.147266 >> Syntax error in line 18 
DateTime: 2022-11-28 20:25:01.147266 >> Syntax error in line 19 
DateTime: 2022-11-28 20:25:01.147266 >> Syntax error in line 20 
DateTime: 2022-11-28 20:25:01.147266 >> Syntax error in line 21 
DateTime: 2022-11-28 20:25:01.147266 >> Syntax error in line 22 
-------------------------------------------------------------------------------
Unexpected end of input
-------------------------------------------------------------------------------
DateTime: 2022-11-28 20:32:57.916527 >> Syntax error in line 1 
-------------------------------------------------------------------------------
DateTime: 2022-11-28 20:33:09.902359 >> Syntax error in line 1 
DateTime: 2022-11-28 20:33:09.902359 >> Syntax error in line 2 
DateTime: 2022-11-28 20:33:09.902359 >> Syntax error in line 3 
DateTime: 2022-11-28 20:33:09.902359 >> Syntax error in line 4 
DateTime: 2022-11-28 20:33:09.902359 >> Syntax error in line 5 
DateTime: 2022-11-28 20:33:09.902359 >> Syntax error in line 6 
DateTime: 2022-11-28 20:33:09.902359 >> Syntax error in line 7 
-------------------------------------------------------------------------------
DateTime: 2022-11-28 20:33:42.360605 >> Syntax error in line 1 
DateTime: 2022-11-28 20:33:42.360605 >> Syntax error in line 2 
DateTime: 2022-11-28 20:33:42.360605 >> Syntax error in line 3 
DateTime: 2022-11-28 20:33:42.360605 >> Syntax error in line 4 
DateTime: 2022-11-28 20:33:42.360605 >> Syntax error in line 5 
DateTime: 2022-11-28 20:33:42.360605 >> Syntax error in line 6 
DateTime: 2022-11-28 20:33:42.360605 >> Syntax error in line 7 
DateTime: 2022-11-28 20:33:42.360605 >> Syntax error in line 8 
DateTime: 2022-11-28 20:33:42.360605 >> Syntax error in line 9 
DateTime: 2022-11-28 20:33:42.360605 >> Syntax error in line 10 
DateTime: 2022-11-28 20:33:42.360605 >> Syntax error in line 11 
DateTime: 2022-11-28 20:33:42.360605 >> Syntax error in line 12 
DateTime: 2022-11-28 20:33:42.360605 >> Syntax error in line 13 
DateTime: 2022-11-28 20:33:42.360605 >> Syntax error in line 14 
DateTime: 2022-11-28 20:33:42.360605 >> Syntax error in line 15 
DateTime: 2022-11-28 20:33:42.360605 >> Syntax error in line 16 
DateTime: 2022-11-28 20:33:42.360605 >> Syntax error in line 17 
DateTime: 2022-11-28 20:33:42.360605 >> Syntax error in line 18 
DateTime: 2022-11-28 20:33:42.360605 >> Syntax error in line 19 
DateTime: 2022-11-28 20:33:42.360605 >> Syntax error in line 20 
DateTime: 2022-11-28 20:33:42.360605 >> Syntax error in line 21 
-------------------------------------------------------------------------------
Unexpected end of input
Unexpected end of input
Unexpected end of input
Unexpected end of input
DateTime: 2022-11-28 20:34:35.621211 >> Syntax error in line 5 
DateTime: 2022-11-28 20:34:35.621211 >> Syntax error in line 6 
DateTime: 2022-11-28 20:34:35.621211 >> Syntax error in line 7 
DateTime: 2022-11-28 20:34:35.621211 >> Syntax error in line 8 
DateTime: 2022-11-28 20:34:35.621211 >> Syntax error in line 9 
DateTime: 2022-11-28 20:34:35.621211 >> Syntax error in line 10 
DateTime: 2022-11-28 20:34:35.621211 >> Syntax error in line 11 
-------------------------------------------------------------------------------
DateTime: 2022-11-28 20:36:34.734315 >> Syntax error in line 1 
DateTime: 2022-11-28 20:36:34.734315 >> Syntax error in line 2 
DateTime: 2022-11-28 20:36:34.734315 >> Syntax error in line 3 
DateTime: 2022-11-28 20:36:34.734315 >> Syntax error in line 4 
DateTime: 2022-11-28 20:36:34.734315 >> Syntax error in line 5 
DateTime: 2022-11-28 20:36:34.734315 >> Syntax error in line 6 
DateTime: 2022-11-28 20:36:34.734315 >> Syntax error in line 7 
DateTime: 2022-11-28 20:36:34.734315 >> Syntax error in line 8 
DateTime: 2022-11-28 20:36:34.734315 >> Syntax error in line 9 
DateTime: 2022-11-28 20:36:34.734315 >> Syntax error in line 10 
DateTime: 2022-11-28 20:36:34.734315 >> Syntax error in line 11 
DateTime: 2022-11-28 20:36:34.734315 >> Syntax error in line 12 
DateTime: 2022-11-28 20:36:34.734315 >> Syntax error in line 13 
DateTime: 2022-11-28 20:36:34.734315 >> Syntax error in line 14 
-------------------------------------------------------------------------------
DateTime: 2022-11-28 20:38:23.373481 >> Syntax error in line 1 
DateTime: 2022-11-28 20:38:23.373481 >> Syntax error in line 1 
DateTime: 2022-11-28 20:38:23.373481 >> Syntax error in line 1 
DateTime: 2022-11-28 20:38:23.373481 >> Syntax error in line 1 
DateTime: 2022-11-28 20:38:23.373481 >> Syntax error in line 1 
DateTime: 2022-11-28 20:38:23.373481 >> Syntax error in line 1 
DateTime: 2022-11-28 20:38:23.373481 >> Syntax error in line 1 
DateTime: 2022-11-28 20:38:23.373481 >> Syntax error in line 1 
DateTime: 2022-11-28 20:38:23.373481 >> Syntax error in line 1 
DateTime: 2022-11-28 20:38:23.373481 >> Syntax error in line 1 
DateTime: 2022-11-28 20:38:23.373481 >> Syntax error in line 1 
-------------------------------------------------------------------------------
DateTime: 2022-11-28 20:40:41.947868 >> Syntax error in line 1 
-------------------------------------------------------------------------------
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
DateTime: 2022-11-28 20:41:41.331617 >> Syntax error in line 1 
-------------------------------------------------------------------------------
DateTime: 2022-11-28 20:42:59.085507 >> Syntax error in line 1 
-------------------------------------------------------------------------------
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 1 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 4 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 8 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 12 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 16 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 20 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 24 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 28 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 5 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 9 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 13 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 17 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 21 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 25 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 29 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 33 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 37 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 41 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 45 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 49 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 53 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 57 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 61 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 65 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 69 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 73 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 77 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 81 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 85 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 89 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 93 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 97 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 101 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 105 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 5 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 9 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 13 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 17 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 21 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 25 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 29 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 33 
DateTime: 2022-11-28 20:44:27.974040 >> Syntax error in line 37 
-------------------------------------------------------------------------------
DateTime: 2022-11-28 20:45:54.797024 >> Syntax error in line 1 
DateTime: 2022-11-28 20:45:54.797024 >> Syntax error in line 3 
DateTime: 2022-11-28 20:45:54.797024 >> Syntax error in line 5 
DateTime: 2022-11-28 20:45:54.797024 >> Syntax error in line 7 
DateTime: 2022-11-28 20:45:54.797024 >> Syntax error in line 9 
DateTime: 2022-11-28 20:45:54.797024 >> Syntax error in line 11 
DateTime: 2022-11-28 20:45:54.797024 >> Syntax error in line 13 
DateTime: 2022-11-28 20:45:54.797024 >> Syntax error in line 15 
DateTime: 2022-11-28 20:45:54.797024 >> Syntax error in line 17 
DateTime: 2022-11-28 20:45:54.797024 >> Syntax error in line 19 
DateTime: 2022-11-28 20:45:54.797024 >> Syntax error in line 21 
DateTime: 2022-11-28 20:45:54.797024 >> Syntax error in line 23 
DateTime: 2022-11-28 20:45:54.797024 >> Syntax error in line 25 
DateTime: 2022-11-28 20:45:54.797024 >> Syntax error in line 27 
-------------------------------------------------------------------------------
DateTime: 2022-11-28 20:47:42.701175 | File: source.txt >> Result: None errors found.
DateTime: 2022-11-28 20:47:42.701175 | File: source2.txt >> Result: None errors found.
DateTime: 2022-11-28 20:47:42.701175 | File: source3.txt >> Result: None errors found.
DateTime: 2022-11-28 20:47:42.701175 | File: source4.txt >> Result: None errors found.
-------------------------------------------------------------------------------
DateTime: 2022-11-28 20:47:57.581674 >> Syntax error in line 11 
DateTime: 2022-11-28 20:47:57.581674 >> Syntax error in line 19 
DateTime: 2022-11-28 20:47:57.581674 >> Syntax error in line 35 
DateTime: 2022-11-28 20:47:57.581674 | File: source.txt >> Result: None errors found.
DateTime: 2022-11-28 20:47:57.581674 | File: source2.txt >> Result: None errors found.
DateTime: 2022-11-28 20:47:57.581674 | File: source3.txt >> Result: None errors found.
DateTime: 2022-11-28 20:47:57.581674 | File: source4.txt >> Result: None errors found.
-------------------------------------------------------------------------------
DateTime: 2022-11-28 20:49:02.397640 >> Syntax error in line 11 
DateTime: 2022-11-28 20:49:02.397640 >> Syntax error in line 19 
DateTime: 2022-11-28 20:49:02.397640 >> Syntax error in line 35 
DateTime: 2022-11-28 20:49:02.397640 | File: source.txt >> Result: None errors found.
DateTime: 2022-11-28 20:49:02.397640 | File: source2.txt >> Result: None errors found.
DateTime: 2022-11-28 20:49:02.397640 | File: source3.txt >> Result: None errors found.
DateTime: 2022-11-28 20:49:02.397640 | File: source4.txt >> Result: None errors found.
-------------------------------------------------------------------------------
DateTime: 2022-11-28 20:49:40.779620 >> Syntax error in line 10 
DateTime: 2022-11-28 20:49:40.779620 >> Syntax error in line 19 
DateTime: 2022-11-28 20:49:40.779620 >> Syntax error in line 35 
DateTime: 2022-11-28 20:49:40.779620 | File: source.txt >> Result: None errors found.
DateTime: 2022-11-28 20:49:40.779620 | File: source2.txt >> Result: None errors found.
DateTime: 2022-11-28 20:49:40.779620 | File: source3.txt >> Result: None errors found.
DateTime: 2022-11-28 20:49:40.779620 | File: source4.txt >> Result: None errors found.
-------------------------------------------------------------------------------
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
DateTime: 2022-11-28 20:51:18.132971 >> Syntax error in line 1 
-------------------------------------------------------------------------------
DateTime: 2022-11-28 20:57:14.193659 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:14.562917 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:15.044661 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:15.445677 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:15.722852 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:15.922480 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:16.120628 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:16.286624 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:16.457694 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:16.639358 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:16.790082 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:16.955165 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:17.130685 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:17.289402 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:17.453767 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:17.628049 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:17.807997 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:17.981079 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:18.143116 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:18.328794 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:18.501751 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:18.686565 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:18.876609 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:19.054405 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:19.229654 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:19.406877 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:19.587940 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:19.761064 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:19.943946 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:25.814529 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:26.013951 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:26.201600 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:26.380609 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:26.537655 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:26.794391 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:26.990607 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:27.183593 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:27.384330 >> Syntax error in line 1 
DateTime: 2022-11-28 20:57:27.556336 >> Syntax error in line 1 
-------------------------------------------------------------------------------
DateTime: 2022-11-28 20:58:48.373665 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:49.011677 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:49.194655 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:49.362625 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:49.515474 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:49.678605 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:49.830336 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:49.982684 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:50.721626 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:50.940578 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:51.435607 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:51.685483 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:51.912924 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:52.129428 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:52.318607 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:52.531073 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:52.738795 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:52.947604 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:53.167748 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:53.383924 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:53.586622 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:53.786664 >> Syntax error in line 1 
DateTime: 2022-11-28 20:58:54.002286 >> Syntax error in line 1 
-------------------------------------------------------------------------------
DateTime: 2022-11-28 21:10:46.163481 >> Syntax error in line 1 
DateTime: 2022-11-28 21:10:46.160486 | File: source.txt >> Result: None errors found.
DateTime: 2022-11-28 21:10:46.160486 | File: source2.txt >> Result: None errors found.
